target,kepid,kepler_name,ra,dec,teff,srad,smass,dist_pc
KIC 6697817,6697817,,293.62357,42.129639,5993.0,0.986,1.093,
KIC 3439096,3439096,,290.1488,38.513279,5140.0,7.746,1.975,
KIC 3324644,3324644,,285.88864,38.486858,4705.0,8.058,1.101,
KIC 1161949,1161949,,291.17801,36.87458,6513.0,1.81,1.252,
KIC 4077252,4077252,,296.30716,39.117119,10747.0,2.432,2.718,
KIC 4077767,4077767,,296.40408,39.169811,4936.0,0.719,0.746,
KIC 4135912,4135912,,284.66583,39.252041,6079.0,1.783,1.329,
KIC 4144238,4144238,,287.83432,39.214298,6154.0,1.334,1.032,
KIC 4147171,4147171,,288.78134,39.28825,6148.0,1.015,1.083,
KIC 4149060,4149060,,289.31668,39.235088,5755.0,0.923,0.939,
KIC 4150972,4150972,,289.8313,39.278,6033.0,1.358,1.111,
KIC 4160006,4160006,,292.1795,39.238621,6160.0,1.463,1.087,
KIC 5436455,5436455,,287.87424,40.630409,6437.0,1.042,1.085,
KIC 5439000,5439000,,288.85123,40.692589,6283.0,0.999,1.025,
KIC 5440435,5440435,,289.32834,40.6791,,,,
KIC 5440472,5440472,,289.33835,40.62534,6495.0,1.168,1.19,
KIC 5440651,5440651,,289.39078,40.654781,5109.0,0.715,0.684,
KIC 5443320,5443320,,290.20547,40.66993,5204.0,0.786,0.736,
KIC 5446961,5446961,,291.36411,40.626881,3978.0,0.628,0.631,
KIC 5467126,5467126,,296.6781,40.649029,4878.0,10.154,2.093,
KIC 6511182,6511182,,288.12735,41.952801,5595.0,0.828,0.913,
KIC 6517064,6517064,,290.15829,41.98978,6060.0,0.925,1.008,
KIC 6517200,6517200,,290.20068,41.946289,5750.0,0.882,0.98,
KIC 6517255,6517255,,290.21606,41.954571,4954.0,3.796,1.343,
KIC 6522124,6522124,,291.71484,41.932499,,,,
KIC 6525196,6525196,,292.71802,41.922459,6082.0,1.006,0.896,
KIC 6525398,6525398,,292.79022,41.948639,4514.0,0.664,0.673,
KIC 6526377,6526377,,293.0798,41.94772,,,,
KIC 1164301,1164301,,291.69196,36.881409,5040.0,13.056,2.981,
KIC 1297263,1297263,,291.94852,36.95208,6233.0,1.921,1.2,
KIC 1429589,1429589,,290.75626,37.089809,6164.0,1.465,1.026,
KIC 1572948,1572948,,291.32748,37.126701,6606.0,1.768,1.349,
KIC 1725193,1725193,,292.29431,37.26173,6095.0,1.158,1.154,
KIC 1865864,1865864,,290.87305,37.362179,4848.0,0.698,0.679,
KIC 1870398,1870398,,291.91556,37.322578,6198.0,1.769,1.338,
KIC 1873513,1873513,Kepler-1624,292.57986,37.376411,3386.0,0.427,0.43,258.979
KIC 4164511,4164511,,293.24701,39.236691,6705.0,1.174,1.068,
KIC 4179201,4179201,,296.32437,39.292881,6036.0,0.998,0.789,
KIC 4241238,4241238,,284.63876,39.355179,4948.0,2.547,0.916,
KIC 4242806,4242806,,285.18643,39.357288,4256.0,0.624,0.614,
KIC 4245861,4245861,,286.37234,39.3423,5242.0,0.722,0.684,
KIC 4246343,4246343,,286.5657,39.38969,,,,
KIC 4253860,4253860,,289.23367,39.38652,6513.0,12.613,3.511,
KIC 4274816,4274816,,294.57065,39.331402,5925.0,1.033,0.898,
KIC 5470851,5470851,,297.51108,40.61908,5869.0,0.942,1.054,
KIC 5471108,5471108,,297.56931,40.619637,5841.0,1.193,0.985,
KIC 5524229,5524229,,288.87198,40.767059,5186.0,4.98,1.699,
KIC 5525484,5525484,,289.29504,40.71674,4970.0,7.752,2.137,
KIC 5529385,5529385,,290.43491,40.777241,5790.0,0.856,0.804,
KIC 5547424,5547424,,295.62753,40.706249,,,,
KIC 5551240,5551240,Kepler-1626,296.50043,40.72123,6535.0,1.181,1.202,1368.83
KIC 6527229,6527229,,293.33401,41.937321,5896.0,0.916,1.008,
KIC 6543192,6543192,,297.42578,41.932991,5374.0,0.902,0.928,
KIC 6543674,6543674,,297.54156,41.950901,6047.0,2.264,1.15,
KIC 6548429,6548429,,298.53922,41.986961,5838.0,0.897,0.992,
KIC 6594945,6594945,,288.28122,42.072079,6392.0,1.899,1.219,
KIC 6599305,6599305,,289.72461,42.00605,6158.0,1.016,1.013,
KIC 6600515,6600515,,290.08987,42.076111,6173.0,1.041,1.104,
KIC 6608090,6608090,,292.41116,42.039478,5324.0,0.755,0.739,
KIC 2010607,2010607,,290.50565,37.459011,6235.0,2.471,1.407,
KIC 2015013,2015013,,291.55548,37.44516,5873.0,1.78,1.055,
KIC 2019199,2019199,,292.48621,37.404339,5822.0,0.969,0.962,
KIC 2158460,2158460,,291.06418,37.535751,,,,
KIC 2163226,2163226,,292.10245,37.56691,6276.0,0.956,0.953,
KIC 2165352,2165352,,292.54315,37.555759,4994.0,0.72,0.803,
KIC 2305255,2305255,,291.96451,37.60878,5977.0,0.956,0.967,
KIC 2305543,2305543,,292.02686,37.600651,5872.0,0.864,0.811,
KIC 4276114,4276114,,294.85513,39.30534,5747.0,0.799,0.811,
KIC 4281023,4281023,,295.87695,39.336391,5024.0,4.331,1.193,
KIC 4281700,4281700,,296.01428,39.35688,,,,
KIC 4346339,4346339,,285.34329,39.413849,5015.0,3.243,1.031,
KIC 4365461,4365461,,291.69095,39.425442,6351.0,1.613,1.27,
KIC 4366923,4366923,,292.11526,39.49855,6582.0,1.777,1.357,
KIC 4449752,4449752,,286.85861,39.592579,5392.0,0.775,0.79,
KIC 4455763,4455763,,289.07651,39.570438,6267.0,0.996,0.976,
KIC 5563057,5563057,,298.91757,40.716961,7479.0,1.667,1.469,
KIC 5565261,5565261,,299.33298,40.714352,5088.0,3.293,1.257,
KIC 5602409,5602409,,285.63928,40.84763,5096.0,8.038,2.394,
KIC 5603270,5603270,,286.04263,40.860291,6185.0,2.101,1.216,
KIC 5612111,5612111,,289.39359,40.896339,6210.0,1.033,1.093,
KIC 5616628,5616628,,290.76614,40.881691,6137.0,1.016,1.079,
KIC 5623137,5623137,,292.76889,40.816181,5953.0,1.068,0.857,
KIC 6611779,6611779,,293.47052,42.0965,6028.0,1.267,1.02,
KIC 6612411,6612411,,293.64468,42.033489,7663.0,1.913,1.63,
KIC 6612973,6612973,,293.80481,42.026001,6295.0,1.435,0.927,
KIC 6615600,6615600,,294.51157,42.090149,5799.0,0.878,0.975,
KIC 6634112,6634112,,298.64252,42.092831,5268.0,0.843,0.775,
KIC 6635813,6635813,,298.98239,42.082619,,,,
KIC 6675757,6675757,,286.52942,42.167511,5597.0,1.0,0.956,
KIC 6677415,6677415,,287.21124,42.107719,5040.0,0.658,0.71,
KIC 2309910,2309910,,292.97159,37.65733,6032.0,1.114,1.033,
KIC 2310993,2310993,,293.22018,37.610699,6306.0,1.076,1.126,
KIC 2437209,2437209,,290.20993,37.725979,4818.0,5.303,1.366,
KIC 2437653,2437653,,290.24103,37.785221,4386.0,0.63,0.616,
KIC 2438406,2438406,,290.31512,37.742451,5398.0,0.99,0.847,
KIC 2452289,2452289,,293.41391,37.799492,7377.0,2.552,1.784,
KIC 2555080,2555080,,286.0947,37.846722,3984.0,41.367,1.803,
KIC 2569488,2569488,,290.17807,37.852039,4477.0,7.912,0.981,
KIC 4459503,4459503,,290.14111,39.532299,,,,
KIC 4464689,4464689,,291.68643,39.510571,6749.0,1.905,1.062,
KIC 4469825,4469825,,293.1196,39.562302,6553.0,1.086,1.105,
KIC 4470888,4470888,,293.40259,39.567131,6397.0,0.913,0.978,
KIC 4471313,4471313,,293.51175,39.528271,5465.0,0.75,0.817,
KIC 4478142,4478142,,295.1868,39.575691,5557.0,0.912,0.958,
KIC 4484179,4484179,,296.4227,39.579391,6440.0,1.053,0.916,
KIC 5623839,5623839,,292.98447,40.813019,6188.0,1.049,1.052,
KIC 5650420,5650420,,299.19092,40.822639,4745.0,13.417,1.747,
KIC 5650930,5650930,,299.28336,40.834389,6478.0,1.209,1.035,
KIC 5653152,5653152,,299.70837,40.864239,4608.0,0.746,0.734,
KIC 5653163,5653163,,299.71024,40.87804,5780.0,1.0,1.0,
KIC 5685113,5685113,,283.92465,40.968391,5120.0,0.65,0.655,
KIC 5697395,5697395,,289.22729,40.94949,4895.0,0.687,0.698,
KIC 5698524,5698524,,289.59616,40.92783,6425.0,1.138,1.01,
KIC 6784887,6784887,,293.99109,42.26086,6185.0,0.941,0.999,
KIC 6805414,6805414,,298.64493,42.285831,6108.0,0.997,1.072,
KIC 6864891,6864891,,292.36017,42.38184,3746.0,0.469,0.48,
KIC 6869373,6869373,,293.66772,42.320541,5269.0,0.823,0.91,
KIC 6875342,6875342,,295.23825,42.322361,6192.0,1.055,1.097,
KIC 6879183,6879183,,296.10648,42.354279,5922.0,1.057,1.095,
KIC 7891264,7891264,,291.875,43.626709,5013.0,0.704,0.678,
KIC 6880123,6880123,,296.30859,42.390179,6002.0,1.302,1.146,
KIC 6891512,6891512,,298.79889,42.390888,5853.0,1.795,1.101,
KIC 2569516,2569516,,290.1824,37.81876,7266.0,2.715,1.807,
KIC 2570432,2570432,,290.28079,37.882172,5504.0,0.952,0.968,
KIC 2574543,2574543,,291.18762,37.8535,4799.0,13.652,2.031,
KIC 2578811,2578811,,292.08344,37.814678,3861.0,46.169,0.893,
KIC 7897936,7897936,,294.19467,43.677078,10134.0,4.842,3.246,
KIC 2582800,2582800,,292.95239,37.857128,7937.0,2.711,2.043,
KIC 2707916,2707916,,290.23746,37.910721,4615.0,0.589,0.579,
KIC 2708270,2708270,,290.31427,37.948009,4449.0,14.894,0.87,
KIC 4540508,4540508,,283.98965,39.631908,3734.0,0.513,0.528,
KIC 4565943,4565943,,292.91196,39.651348,8892.0,4.35,2.697,
KIC 4566848,4566848,,293.16476,39.631561,6032.0,0.973,1.055,
KIC 4570555,4570555,,294.09631,39.647079,5161.0,5.753,1.88,
KIC 4586482,4586482,,297.48386,39.63649,5689.0,1.207,1.058,
KIC 4647949,4647949,,289.72604,39.716808,,,,
KIC 4678873,4678873,,297.42007,39.77375,7542.0,1.999,1.582,
KIC 4732015,4732015,,286.8252,39.802509,4217.0,27.676,1.264,
KIC 5709014,5709014,,292.91092,40.954361,,,,
KIC 5732636,5732636,,298.51501,40.903992,6197.0,1.208,0.93,
KIC 5734702,5734702,,298.92667,40.970451,6626.0,2.704,1.426,
KIC 5779606,5779606,,288.10455,41.07925,,,,
KIC 5780194,5780194,,288.32599,41.027618,5492.0,0.812,0.911,
KIC 5781991,5781991,,288.9754,41.082241,5796.0,0.906,0.876,
KIC 5784803,5784803,,289.88107,41.069221,5523.0,0.981,0.871,
KIC 5791713,5791713,,292.0715,41.099899,6163.0,1.022,1.09,
KIC 6681473,6681473,,288.72742,42.121441,5327.0,2.882,1.332,
KIC 6688318,6688318,,290.84195,42.183128,5188.0,9.343,2.707,
KIC 6690523,6690523,,291.5249,42.169941,5155.0,3.87,1.585,
KIC 6692742,6692742,,292.2085,42.158611,5766.0,1.04,1.032,
KIC 6695801,6695801,,293.0849,42.150551,6237.0,1.165,1.211,
KIC 6699562,6699562,,294.0647,42.112869,6357.0,1.072,1.061,
KIC 6707260,6707260,,295.89999,42.132999,6686.0,1.332,1.249,
KIC 6718474,6718474,,298.34109,42.114891,6782.0,1.417,1.291,
KIC 2710101,2710101,,290.76639,37.916828,,,,
KIC 2711123,2711123,,291.01529,37.96777,4893.0,16.274,3.063,
KIC 2833632,2833632,,286.31915,38.086399,5962.0,0.989,0.994,
KIC 2836076,2836076,,287.11649,38.003052,,,,
KIC 2850321,2850321,,290.99982,38.000259,,,,
KIC 2861126,2861126,,293.2811,38.082241,,,,
KIC 2861298,2861298,,293.31863,38.005466,5765.0,2.005,1.007,
KIC 2987433,2987433,,290.93896,38.119572,6461.0,1.197,1.086,
KIC 4732137,4732137,,286.88327,39.816689,4888.0,4.622,1.179,
KIC 4736439,4736439,,288.61954,39.85696,5269.0,3.706,0.78,
KIC 4737848,4737848,,289.09619,39.827278,6116.0,1.332,0.974,
KIC 4740375,4740375,,289.87711,39.836239,,,,
KIC 4741777,4741777,,290.2706,39.851849,5489.0,1.11,0.981,
KIC 4750406,4750406,,292.89105,39.88398,4847.0,0.527,0.575,
KIC 4750962,4750962,,293.05536,39.840069,5207.0,5.183,1.946,
KIC 4760478,4760478,Kepler-1625,295.42935,39.886539,5548.0,1.793,1.079,2310.11
KIC 5793275,5793275,,292.55951,41.090012,6014.0,0.958,1.043,
KIC 5794687,5794687,,293.00101,41.02478,4869.0,0.657,0.703,
KIC 5817712,5817712,,298.50342,41.080181,5514.0,0.79,0.75,
KIC 5857656,5857656,,284.66022,41.10894,6218.0,1.185,1.072,
KIC 5858519,5858519,,285.10342,41.112469,6188.0,1.166,1.02,
KIC 5859725,5859725,,285.68912,41.18961,5962.0,1.035,1.083,
KIC 5869272,5869272,,289.53439,41.157532,6163.0,1.013,1.079,
KIC 5905728,5905728,,299.14111,41.185001,5428.0,0.94,0.816,
KIC 6719052,6719052,,298.45322,42.1101,7610.0,1.862,1.693,
KIC 6721603,6721603,,298.95654,42.156315,6163.0,1.568,1.03,
KIC 6756369,6756369,,283.97293,42.276588,5029.0,5.127,1.653,
KIC 6762188,6762188,,286.55112,42.234798,4992.0,8.052,2.096,
KIC 6765563,6765563,,287.90686,42.208721,5203.0,3.055,1.051,
KIC 6766583,6766583,,288.30215,42.237282,5691.0,0.887,1.003,
KIC 6767337,6767337,,288.57758,42.296021,6035.0,1.283,0.903,
KIC 6776555,6776555,,291.55667,42.214169,3694.0,0.566,0.567,
KIC 2992634,2992634,,292.07803,38.153831,,,,
KIC 3001955,3001955,,294.0845,38.156319,4823.0,0.792,0.837,
KIC 3003673,3003673,,294.42056,38.190529,6136.0,1.106,1.062,
KIC 3101178,3101178,,287.04688,38.231617,6373.0,1.209,0.961,
KIC 3117115,3117115,,291.58234,38.29966,5957.0,0.937,1.026,
KIC 3120397,3120397,,292.30801,38.2906,5398.0,0.805,0.902,
KIC 3222680,3222680,,287.8613,38.372292,4883.0,18.427,3.402,
KIC 3239171,3239171,,292.47034,38.394341,6225.0,1.031,1.091,
KIC 4761427,4761427,,295.62579,39.824638,5750.0,0.882,0.98,
KIC 4769799,4769799,,297.31741,39.877972,5001.0,3.028,0.985,
KIC 4770798,4770798,,297.50919,39.88802,5696.0,1.261,0.959,
KIC 4813750,4813750,,283.67819,39.964279,5674.0,0.839,0.764,
KIC 4814168,4814168,,283.8624,39.9454,6432.0,1.476,1.107,
KIC 4815612,4815612,,284.52118,39.950661,6615.0,1.326,1.165,
KIC 4819158,4819158,,286.18781,39.993919,5382.0,0.724,0.765,
KIC 4833409,4833409,,291.10825,39.955681,6484.0,1.32,1.151,
KIC 5942112,5942112,,284.88382,41.248539,,,,
KIC 5946568,5946568,,287.00836,41.289101,5435.0,0.824,0.937,
KIC 5949765,5949765,,288.37491,41.27457,6395.0,1.394,1.047,
KIC 5954894,5954894,,290.0495,41.250359,5441.0,0.827,0.756,
KIC 5956038,5956038,,290.40628,41.22184,5208.0,4.329,1.429,
KIC 5963591,5963591,,292.88855,41.223728,6237.0,1.135,1.02,
KIC 5965629,5965629,,293.46365,41.290939,5897.0,0.891,0.983,
KIC 6934045,6934045,,286.79755,42.42091,6537.0,1.859,1.397,
KIC 6939913,6939913,,289.04572,42.446758,6039.0,0.951,1.027,
KIC 6947062,6947062,,291.32291,42.42207,5504.0,0.819,0.918,
KIC 6948815,6948815,,291.88705,42.430149,7631.0,1.937,1.564,
KIC 6952570,6952570,,293.06,42.402779,6244.0,1.009,1.069,
KIC 7009548,7009548,,282.29132,42.545509,6311.0,1.339,1.05,
KIC 7011044,7011044,,282.99341,42.547058,,,,
KIC 7013635,7013635,,284.18527,42.563271,5195.0,2.409,1.151,
KIC 3240049,3240049,,292.68399,38.36573,4403.0,12.927,0.917,
KIC 3242039,3242039,,293.20349,38.341801,,,,
KIC 3245638,3245638,,294.04364,38.36454,6106.0,0.966,1.043,
KIC 3329985,3329985,,287.88785,38.49255,3401.0,0.29,0.282,
KIC 3340165,3340165,,290.9241,38.438339,6346.0,1.214,1.241,
KIC 3341760,3341760,,291.34595,38.464378,6122.0,2.455,1.357,
KIC 3341982,3341982,,291.39856,38.446381,5524.0,0.78,0.842,
KIC 3355104,3355104,,294.63104,38.404549,5838.0,0.897,0.992,
KIC 4840327,4840327,,293.13907,39.925739,5794.0,1.155,1.009,
KIC 4843751,4843751,,294.06229,39.902229,6063.0,1.001,1.079,
KIC 4856592,4856592,,296.93536,39.924927,5071.0,3.698,0.832,
KIC 4863260,4863260,,298.34821,39.97628,6602.0,1.223,1.24,
KIC 4902673,4902673,,283.89719,40.071369,5576.0,0.758,0.76,
KIC 4912650,4912650,,288.34174,40.09639,5180.0,0.8,0.825,
KIC 4914221,4914221,,288.9306,40.057339,5806.0,1.281,0.881,
KIC 4914399,4914399,,288.97766,40.010529,6556.0,1.324,1.121,
KIC 5967194,5967194,,293.91647,41.24197,4949.0,6.334,2.0,
KIC 5980354,5980354,,297.10431,41.219921,6770.0,1.449,1.313,
KIC 5981058,5981058,,297.26181,41.255508,5897.0,0.999,1.088,
KIC 5986270,5986270,,298.38043,41.296391,4965.0,8.834,2.079,
KIC 5989391,5989391,,299.04315,41.233978,6637.0,1.662,1.04,
KIC 6021840,6021840,,283.51559,41.335819,6140.0,1.048,1.142,
KIC 6023571,6023571,,284.3486,41.319389,4842.0,3.035,1.227,
KIC 6025174,6025174,,285.17563,41.342499,6123.0,1.252,1.229,
KIC 3356156,3356156,,294.86414,38.480183,7089.0,1.729,1.532,
KIC 3425363,3425363,,285.5293,38.548141,4445.0,0.635,0.629,
KIC 3428127,3428127,,286.59076,38.5583,5544.0,0.966,0.859,
KIC 3428359,3428359,,286.68253,38.54882,,,,
KIC 3439031,3439031,,290.13269,38.51368,6572.0,1.08,1.088,
KIC 3441795,3441795,,290.94846,38.56591,5310.0,0.796,0.886,
KIC 3449540,3449540,,292.93695,38.593071,5297.0,5.059,0.757,
KIC 3449870,3449870,,293.0076,38.50367,5080.0,8.527,2.458,
KIC 4915582,4915582,,289.35559,40.068352,6499.0,1.497,0.993,
KIC 4917357,4917357,,289.86099,40.055641,5485.0,0.867,0.986,
KIC 4917658,4917658,,289.95306,40.011101,,,,
KIC 4918303,4918303,,290.12497,40.098381,6063.0,1.012,1.117,
KIC 4927738,4927738,,292.91852,40.052898,6273.0,1.16,1.002,
KIC 4937140,4937140,,295.33859,40.00787,5651.0,1.02,0.898,
KIC 4940376,4940376,,296.01852,40.087151,5106.0,7.052,1.839,
KIC 4945035,4945035,,296.99066,40.075298,5974.0,1.143,1.022,
KIC 6033602,6033602,,288.90735,41.35582,6217.0,0.989,1.056,
KIC 6034379,6034379,,289.18372,41.343376,5780.0,1.0,1.0,
KIC 6034834,6034834,,289.34515,41.36478,5735.0,0.972,0.773,
KIC 6036286,6036286,,289.81567,41.396439,3434.0,0.36,0.368,
KIC 6038152,6038152,,290.39862,41.351559,6446.0,1.155,1.17,
KIC 6043490,6043490,,292.16544,41.329342,5458.0,2.453,1.248,
KIC 6045404,6045404,,292.74023,41.37896,6046.0,0.927,1.011,
KIC 6047853,6047853,,293.48605,41.320229,6300.0,1.064,1.034,
KIC 3459529,3459529,,295.27454,38.564781,4691.0,0.604,0.627,
KIC 3532510,3532510,,287.72379,38.624229,7158.0,1.494,1.323,
KIC 3540873,3540873,,290.3548,38.672531,5776.0,0.726,0.807,
KIC 3542117,3542117,,290.72061,38.697578,3552.0,0.387,0.406,
KIC 3542928,3542928,,290.96146,38.673439,5858.0,1.04,1.126,
KIC 3545749,3545749,,291.7262,38.6866,4949.0,0.73,0.708,
KIC 3546821,3546821,,292.00742,38.617329,6014.0,1.258,1.06,
KIC 3548645,3548645,,292.4809,38.654121,5941.0,0.911,1.001,
KIC 4946581,4946581,,297.36008,40.031841,5562.0,1.987,1.213,
KIC 4953262,4953262,,298.76041,40.052792,4869.0,4.383,1.094,
KIC 4996558,4996558,,286.91632,40.166668,5893.0,1.302,0.926,
KIC 5006817,5006817,,290.45596,40.145741,,,,
KIC 5008775,5008775,,291.1084,40.182991,6184.0,1.038,1.1,
KIC 5015027,5015027,,292.94348,40.117939,5629.0,0.886,0.878,
KIC 5016163,5016163,,293.27817,40.157082,6233.0,0.988,1.054,
KIC 5024476,5024476,,295.32401,40.1544,5221.0,12.042,3.083,
KIC 6058896,6058896,,296.37366,41.39183,5808.0,0.898,0.743,
KIC 6062298,6062298,,297.13892,41.300774,5780.0,1.0,1.0,
KIC 6065010,6065010,,297.76724,41.366531,6365.0,1.033,1.002,
KIC 6067545,6067545,,298.39798,41.314892,5912.0,1.115,1.056,
KIC 6115356,6115356,,289.20016,41.430752,5772.0,0.745,0.823,
KIC 6116605,6116605,,289.62195,41.456196,5780.0,1.0,1.0,
KIC 6118840,6118840,,290.29688,41.483501,5473.0,0.816,0.837,
KIC 6129632,6129632,,293.69916,41.402222,5189.0,6.491,2.026,
KIC 3553900,3553900,,293.77448,38.654381,5654.0,0.774,0.865,
KIC 3554819,3554819,,293.99844,38.617439,,,,
KIC 3555178,3555178,,294.08191,38.630859,5618.0,0.811,0.884,
KIC 3632330,3632330,,287.32892,38.707802,,,,
KIC 3641216,3641216,,290.19086,38.77953,,,,
KIC 3644399,3644399,,291.12909,38.740528,6382.0,1.059,1.104,
KIC 3644649,3644649,,291.19971,38.71133,5216.0,0.735,0.819,
KIC 5027859,5027859,,296.01883,40.108009,5504.0,0.796,0.892,
KIC 5032842,5032842,,297.03891,40.116482,,,,
KIC 5036052,5036052,,297.78833,40.130909,5145.0,7.653,2.394,
KIC 5037742,5037742,,298.0976,40.14069,5377.0,0.814,0.921,
KIC 5039053,5039053,,298.32886,40.147171,5858.0,1.498,1.08,
KIC 5080565,5080565,,284.97217,40.208111,4541.0,0.666,0.657,
KIC 5091808,5091808,,289.53738,40.21331,5786.0,0.827,0.724,
KIC 6139220,6139220,,296.1803,41.413071,6033.0,1.65,1.17,
KIC 6143819,6143819,,297.17383,41.471107,5780.0,1.0,1.0,
KIC 6145939,6145939,,297.67651,41.428589,6337.0,2.216,1.2,
KIC 6149980,6149980,,298.60699,41.446011,6446.0,1.125,1.134,
KIC 6184894,6184894,Kepler-1627,284.05667,41.576729,5388.0,0.717,0.681,317.437
KIC 6195792,6195792,,288.85443,41.574451,4910.0,0.755,0.73,
KIC 6197658,6197658,,289.5257,41.500488,6343.0,1.137,1.213,
KIC 6198670,6198670,,289.82709,41.524811,5692.0,0.82,0.77,
KIC 3646449,3646449,,291.65906,38.712158,5816.0,1.03,1.047,
KIC 3646515,3646515,,291.67603,38.79491,,,,
KIC 3647097,3647097,,291.82471,38.779911,5729.0,1.105,1.048,
KIC 3730176,3730176,,285.8573,38.820068,6224.0,1.177,1.056,
KIC 3748239,3748239,,291.78705,38.863152,5215.0,6.428,1.782,
KIC 3751118,3751118,,292.5578,38.8503,5762.0,1.022,1.103,
KIC 3755522,3755522,,293.65378,38.8339,5870.0,0.985,0.994,
KIC 5094412,5094412,,290.2984,40.287842,5324.0,0.966,0.846,
KIC 5105886,5105886,,293.66641,40.203629,5075.0,6.918,1.875,
KIC 5110453,5110453,,294.84802,40.240879,5110.0,5.469,1.668,
KIC 5113146,5113146,,295.40698,40.242409,6477.0,0.884,0.784,
KIC 5130563,5130563,,299.18686,40.205929,6318.0,1.333,1.168,
KIC 5131276,5131276,,299.32156,40.265339,3711.0,150.091,3.686,
KIC 5166811,5166811,,284.46585,40.314941,5228.0,0.751,0.806,
KIC 5174677,5174677,,287.96375,40.310322,6669.0,1.427,1.251,
KIC 6203955,6203955,,291.50589,41.550388,6372.0,1.015,1.066,
KIC 6205384,6205384,,291.96027,41.578609,5898.0,0.819,0.904,
KIC 6205405,6205405,,291.96683,41.549751,3724.0,0.48,0.492,
KIC 6206470,6206470,,292.31476,41.582321,6006.0,1.019,0.975,
KIC 6263468,6263468,,282.92862,41.606091,5182.0,0.666,0.646,
KIC 6266866,6266866,,284.59164,41.639271,5807.0,1.496,1.046,
KIC 6277594,6277594,,289.39316,41.696701,6356.0,1.308,1.085,
KIC 3757521,3757521,,294.12369,38.81583,,,,
KIC 3763724,3763724,,295.55817,38.846802,,,,
KIC 3834728,3834728,,286.23233,38.991749,5171.0,0.677,0.706,
KIC 3836450,3836450,,286.95206,38.960941,5160.0,0.784,0.738,
KIC 3836509,3836509,,286.9718,38.936481,4964.0,15.155,3.055,
KIC 3836522,3836522,,286.97745,38.913261,5466.0,0.946,0.813,
KIC 3846515,3846515,,290.33026,38.917721,6316.0,2.087,1.285,
KIC 5179609,5179609,,289.61139,40.335838,4888.0,5.132,1.734,
KIC 5181086,5181086,,290.0405,40.337379,4302.0,0.604,0.589,
KIC 5181299,5181299,,290.09991,40.386581,5172.0,3.264,1.33,
KIC 5184144,5184144,,290.93436,40.358158,5228.0,0.755,0.836,
KIC 5192660,5192660,,293.44922,40.326302,,,,
KIC 5193813,5193813,,293.7785,40.3092,,,,
KIC 5199426,5199426,,295.18088,40.339882,5938.0,0.985,0.947,
KIC 5211631,5211631,,297.74051,40.347881,6897.0,1.635,1.291,
KIC 6281127,6281127,,290.47375,41.627548,6214.0,0.965,0.972,
KIC 6285906,6285906,,292.08868,41.602459,5510.0,0.762,0.833,
KIC 6287131,6287131,,292.48141,41.634289,5396.0,0.766,0.859,
KIC 6289459,6289459,,293.24936,41.659611,6046.0,0.972,1.053,
KIC 6289897,6289897,,293.37396,41.624859,6475.0,1.9,1.097,
KIC 6290467,6290467,,293.54422,41.652641,6351.0,0.921,1.008,
KIC 6309307,6309307,,298.19696,41.650452,5053.0,11.706,2.939,
KIC 6342980,6342980,,283.16446,41.778519,5880.0,1.65,1.077,
KIC 4150611,4150611,,289.74249,39.267059,6911.0,1.501,0.897,
KIC 4909707,4909707,,287.20685,40.003002,5948.0,1.229,1.025,
KIC 7919516,7919516,,299.90427,43.69495,6215.0,2.396,1.327,
KIC 6850665,6850665,,287.76627,42.32272,5022.0,5.826,1.421,
KIC 4948730,4948730,,297.82544,40.08799,5877.0,0.959,0.936,
KIC 3848665,3848665,,290.97659,38.996101,4596.0,0.696,0.688,
KIC 3848919,3848919,,291.05634,38.974411,5407.0,0.745,0.694,
KIC 3848948,3848948,,291.06427,38.970661,8277.0,3.518,2.225,
KIC 3852865,3852865,,292.13519,38.926491,5755.0,0.936,0.961,
KIC 3854101,3854101,,292.4649,38.907421,5455.0,1.006,0.887,
KIC 3858926,3858926,,293.70566,38.95528,7351.0,1.679,1.517,
KIC 3859890,3859890,,293.93387,38.944839,5967.0,0.976,0.936,
KIC 3863877,3863877,,294.90323,38.95647,5825.0,0.965,1.083,
KIC 5213005,5213005,,298.03879,40.324478,,,,
KIC 5213811,5213811,,298.20096,40.392319,6171.0,1.127,1.004,
KIC 5255259,5255259,,284.54691,40.468529,5184.0,0.808,0.756,
KIC 5260419,5260419,,286.89532,40.46011,,,,
